T,0.0,State,E,2.0,43.0,108.0,44.0,58.0,8.0,12.0,273.0,2011-12
T,0.0,State,E,6.0,144.0,262.0,337.0,439.0,45.0,109.0,1336.0,2011-12
T,0.0,State,E,0.0,8.0,11.0,7.0,14.0,1.0,3.0,44.0,2011-12
T,0.0,State,E,4.0,18.0,31.0,12.0,6.0,2.0,5.0,74.0,2011-12
T,0.0,State,E,5.0,911.0,1870.0,856.0,1283.0,168.0,388.0,5476.0,2011-12
T,0.0,State,E,1.0,24.0,46.0,24.0,37.0,6.0,21.0,158.0,2011-12
T,0.0,State,E,3.0,10.0,10.0,17.0,13.0,4.0,5.0,59.0,2011-12
T,0.0,State,E,9.0,33.0,59.0,30.0,40.0,8.0,17.0,187.0,2011-12
T,0.0,State,E,7.0,381.0,938.0,237.0,404.0,64.0,127.0,2151.0,2011-12
T,0.0,State,I,2.0,24.0,35.0,88.0,445.0,123.0,2066.0,2781.0,2011-12
T,0.0,State,I,6.0,68.0,117.0,846.0,4263.0,443.0,21797.0,27534.0,2011-12
T,0.0,State,I,0.0,5.0,6.0,28.0,130.0,16.0,657.0,842.0,2011-12
T,0.0,State,I,4.0,3.0,21.0,46.0,216.0,48.0,903.0,1237.0,2011-12
T,0.0,State,I,5.0,398.0,684.0,1999.0,12115.0,2026.0,78245.0,95467.0,2011-12
T,0.0,State,I,1.0,8.0,14.0,89.0,320.0,65.0,1626.0,2122.0,2011-12
T,0.0,State,I,3.0,9.0,7.0,29.0,158.0,30.0,913.0,1146.0,2011-12
T,0.0,State,I,9.0,20.0,22.0,107.0,530.0,80.0,2274.0,3033.0,2011-12
T,0.0,State,I,7.0,216.0,311.0,1019.0,5649.0,1078.0,28011.0,36284.0,2011-12
T,0.0,State,O,2.0,491.0,1158.0,1141.0,4128.0,777.0,3842.0,11537.0,2011-12
T,0.0,State,O,6.0,1711.0,5296.0,11074.0,42538.0,4071.0,41834.0,106524.0,2011-12
T,0.0,State,O,0.0,78.0,290.0,351.0,1174.0,162.0,1158.0,3213.0,2011-12
T,0.0,State,O,4.0,183.0,511.0,475.0,1495.0,276.0,1497.0,4437.0,2011-12
T,0.0,State,O,5.0,8123.0,28963.0,23008.0,98230.0,13686.0,112182.0,284192.0,2011-12
T,0.0,State,O,1.0,213.0,548.0,615.0,2392.0,263.0,3050.0,7081.0,2011-12
T,0.0,State,O,3.0,108.0,352.0,391.0,1332.0,239.0,1249.0,3671.0,2011-12
T,0.0,State,O,9.0,331.0,890.0,1007.0,4149.0,478.0,4162.0,11017.0,2011-12
T,0.0,State,O,7.0,3456.0,10626.0,9745.0,37743.0,5064.0,40828.0,107462.0,2011-12
